gc_id,name,url,city,state,country,revenue,size,sector,updated_at,created_at,image
gc_id101533,Spire,spireenergy.com,Saint Louis,MO,US,2666300000,Enterprise,Utilities,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SR.png
gc_id101534,Neogen,neogen.com,Lansing,MI,US,822447000,Upper Middle Market,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NEOG.png
gc_id101535,The St. Joe Company,joe.com,Panama City Beach,FL,US,389285000,Upper Middle Market,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/JOE.png
gc_id101536,Cavco Industries,cavco.com,Phoenix,AZ,US,2142713000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CVCO.png
gc_id101537,RingCentral,ringcentral.com,Belmont,CA,US,2202429000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/RNG.png
gc_id101538,MoonLake Immunotherapeutics,moonlaketx.com,Zug,,CH,0,Unknown,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MLTX.png
gc_id101539,Resideo Technologies,resideo.com,Austin,TX,US,6242000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/REZI.png
gc_id101540,Sibanye Stillwater,sibanyestillwater.com,Weltevredenpark,,ZA,1.38E+11,Enterprise,Materials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SBSW.png
gc_id101541,RLX Technology,relxtech.com,Beijing,,CN,5332779000,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/RLX.png
gc_id101542,Cactus,cactuswhd.com,Houston,TX,US,1096960000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/WHD.png
gc_id101543,YETI Holdings,YETI.com,Austin,TX,US,1658713000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/YETI.png
gc_id101544,Ameris Bancorp,amerisbank.com,Atlanta,GA,US,1446288000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ABCB.png
gc_id101545,CareTrust REIT,caretrustreit.com,San Clemente,CA,US,198599000,Upper Middle Market,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CTRE.png
gc_id101546,Euronav NV,euronav.com,Antwerp,,BE,1263271463,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/EURN.png
gc_id101547,Hayward Holdings,investor.hayward.com,Charlotte,NC,US,992452000,Upper Middle Market,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/HAYW.png
gc_id101548,ArcBest,arcb.com,Fort Smith,AR,US,4427443000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ARCB.png
gc_id101549,Walker & Dunlop,walkerdunlop.com,Bethesda,MD,US,1054440000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/WD.png
gc_id101550,Nomad Foods,nomadfoods.com,Feltham,,GB,2982094019,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NOMD.png
gc_id101551,Worthington Industries,worthingtonindustries.com,Columbus,OH,US,4916392000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/WOR.png
gc_id101552,IDEAYA Biosciences,ideayabio.com,South San Francisco,CA,US,23385000,Lower Middle Market,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/IDYA.png
gc_id101553,Tanger Factory Outlet Centers,tangeroutlets.com,Greensboro,NC,US,464407000,Upper Middle Market,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SKT.png
gc_id101554,Virtu Financial,virtu.com,New York,NY,US,2130589000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/VIRT.png
gc_id101555,Autohome,autohome.com.cn,Beijing,,CN,7184135000,Enterprise,Communication Services,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ATHM.png
gc_id101556,John Bean Technologies,jbtc.com,Chicago,IL,US,1664400000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/JBT.png
gc_id101557,Kontoor Brands,kontoorbrands.com,Greensboro,NC,US,2607472000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/KTB.png
gc_id101558,Sotera Health Company,soterahealth.com,Broadview Heights,OH,US,1049288000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SHC.png
gc_id101559,UniFirst,unifirst.com,Wilmington,MA,US,2233047000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/UNF.png
gc_id101560,Qifu Technology,360shuke.com,Shanghai,,CN,16553930000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/QFIN.png
gc_id101561,Newell Brands,newellbrands.com,Atlanta,GA,US,8133000000,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NWL.png
gc_id101562,Immunocore Holdings,immunocore.com,Abingdon,,GB,249428000,Upper Middle Market,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/IMCR.png
gc_id101563,Innospec,innospec.com,Englewood,CO,US,1948800000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/IOSP.png
gc_id101564,Iridium Communications,iridium.com,McLean,VA,US,790723000,Upper Middle Market,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/IRDM.png
gc_id101565,TORM plc,torm.com,London,,GB,1551056516,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TRMD.png
gc_id101566,Seaboard,seaboardcorp.com,Merriam,KS,US,9562000000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SEB.png
gc_id101567,ACV Auctions,acvauctions.com,Buffalo,NY,US,481234000,Upper Middle Market,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ACVA.png
gc_id101568,Diodes,diodes.com,Plano,TX,US,1661739000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/DIOD.png
gc_id101569,Greif,greif.com,Delaware,OH,US,5218600000,Enterprise,Materials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/GEF.png
gc_id101570,EPR Properties,eprkc.com,Kansas City,MO,US,705668000,Upper Middle Market,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/EPR.png
gc_id101571,QuidelOrtho,quidelortho.com,San Diego,CA,US,2993500000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/QDEL.png
gc_id101572,Visteon,visteon.com,Van Buren,MI,US,3954000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/VC.png
gc_id101573,Greif,Unknown,Unknown,Ohio,US,5153400000,Enterprise,Materials,58:53.2,58:53.2,
gc_id101574,Nordstrom,press.nordstrom.com,Seattle,WA,US,14693000000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/JWN.png
gc_id101575,Envestnet,envestnet.com,Chicago,IL,US,1245620000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ENV.png
gc_id101576,Oscar Health,hioscar.com,New York,NY,US,5862869000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/OSCR.png
gc_id101577,Peabody Energy,peabodyenergy.com,Saint Louis,MO,US,4868600000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BTU.png
gc_id101578,Pampa Energía,pampaenergia.com,Buenos Aires,,AR,1829000000,Enterprise,Utilities,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PAM.png
gc_id101579,Associated Banc-Corp,associatedbank.com,Green Bay,WI,US,1097347000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ASB.png
gc_id101580,Clear Secure,clearme.com,New York,NY,US,613579000,Upper Middle Market,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/YOU.png
gc_id101581,Intercorp Financial Services,ifs.com.pe,Lima,,PE,6483311000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/IFS.png
gc_id101582,Constellium SE,constellium.com,Paris,,FR,7096492419,Enterprise,Materials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CSTM.png
gc_id101583,Artisan Partners Asset Management,artisanpartners.com,Milwaukee,WI,US,1056996000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/APAM.png
gc_id101584,Marqeta,marqeta.com,Oakland,CA,US,676171000,Upper Middle Market,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MQ.png
gc_id101585,Under Armour,underarmour.com,Baltimore,MD,US,5903636000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/UA.png
gc_id101586,Tricon Residential,triconresidential.com,Toronto,ON,CA,865886366,Upper Middle Market,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TCN.png
gc_id101587,United States Cellular,uscellular.com,Chicago,IL,US,3906000000,Enterprise,Communication Services,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/USM.png
gc_id101588,Under Armour,underarmour.com,Baltimore,MD,US,5903636000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/UAA.png
gc_id101589,Rapid7,rapid7.com,Boston,MA,US,777707000,Upper Middle Market,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/RPD.png
gc_id101590,Steven Madden,stevemadden.com,Long Island City,NY,US,1981582000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SHOO.png
gc_id101591,Hannon Armstrong Sustainable Infrastructure Capital,hannonarmstrong.com,Annapolis,MD,US,319871000,Upper Middle Market,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/HASI.png
gc_id101592,Q2 Holdings,q2.com,Austin,TX,US,624624000,Upper Middle Market,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/QTWO.png
gc_id101593,DigitalBridge Group,digitalbridge.com,Boca Raton,FL,US,821383000,Upper Middle Market,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/DBRG.png
gc_id101594,Riot Blockchain,riotblockchain.com,Castle Rock,CO,US,280678000,Upper Middle Market,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/RIOT.png
gc_id101595,Vishay Intertechnology,vishay.com,Malvern,PA,US,3402045000,Enterprise,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/VSH.png
gc_id101596,Carter's,carters.com,Atlanta,GA,US,2945594000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CRI.png
gc_id101597,Olink Holding AB (publ),olink.com,Uppsala,,SE,139848000,Upper Middle Market,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/OLK.png
gc_id101598,Archrock,archrock.com,Houston,TX,US,990337000,Upper Middle Market,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AROC.png
gc_id101599,LivaNova,livanova.com,London,,GB,1153545000,Enterprise,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/LIVN.png
gc_id101600,Instructure Holdings,instructure.com,Salt Lake City,UT,US,530210000,Upper Middle Market,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/INST.png
gc_id101601,Melco Resorts & Entertainment,melco-resorts.com,Central,,HK,3775247000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MLCO.png
gc_id101602,Amedisys,amedisys.com,Baton Rouge,LA,US,2236382000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AMED.png
gc_id101603,Adient,adient.com,Dublin,,IE,15395000000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ADNT.png
gc_id101604,NorthWestern,northwesternenergy.com,Sioux Falls,SD,US,1422143000,Enterprise,Utilities,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NWE.png
gc_id101605,Flywire,flywire.com,Boston,MA,US,403094000,Upper Middle Market,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/FLYW.png
gc_id101606,NuStar Energy L.P.,nustarenergy.com,San Antonio,TX,US,1634187000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NS.png
gc_id101607,Methanex,methanex.com,Vancouver,BC,CA,3791759119,Enterprise,Materials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MEOH.png
gc_id101608,Hagerty,hagerty.com,Traverse City,MI,US,1011756000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/HGTY.png
gc_id101609,Cal-Maine Foods,calmainefoods.com,Ridgeland,MS,US,3146217000,Enterprise,Materials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CALM.png
gc_id101610,Brighthouse Financial,brighthousefinancial.com,Charlotte,NC,US,4117000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BHF.png
gc_id101611,Federated Hermes,federatedinvestors.com,Pittsburgh,PA,US,1609332000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/FHI.png
gc_id101612,McGrath RentCorp,mgrc.com,Livermore,CA,US,831842000,Upper Middle Market,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MGRC.png
gc_id101613,Axos Financial,axosfinancial.com,Las Vegas,NV,US,890176000,Upper Middle Market,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AX.png
gc_id101614,Cogent Communications Holdings,cogentco.com,Washington,DC,US,940922000,Upper Middle Market,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CCOI.png
gc_id101615,Piper Sandler Companies,pipersandler.com,Minneapolis,MN,US,1364329000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PIPR.png
gc_id101616,ACADIA Pharmaceuticals,acadia-pharm.com,San Diego,CA,US,726437000,Upper Middle Market,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ACAD.png
gc_id101617,Warrior Met Coal,warriormetcoal.com,Brookwood,AL,US,1676625000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/HCC.png
gc_id101618,United Community Banks,ucbi.com,Blairsville,GA,US,1312590000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/UCBI.png
gc_id101619,Century Communities,centurycommunities.com,Greenwood Village,CO,US,3692185000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CCS.png
gc_id101620,LCI Industries,lci1.com,Elkhart,IN,US,3784808000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/LCII.png
gc_id101621,Life Time Group Holdings,lifetime.life,Chanhassen,MN,US,2216593000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/LTH.png
gc_id101622,SITE Centers,sitecenters.com,Beachwood,OH,US,2217000,SME,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SITC.png
gc_id101623,Arch Resources,archrsc.com,Saint Louis,MO,US,3145843000,Enterprise,Energy,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ARCH.png
gc_id101624,Paymentus Holdings,paymentus.com,Redmond,WA,US,497001000,Upper Middle Market,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PAY.png
gc_id101625,Kohl's,Kohls.com,Menomonee Falls,WI,US,17476000000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/KSS.png
gc_id101626,Primo Water,primowatercorp.com,Tampa,FL,US,1804292712,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/PRMW.png
gc_id101627,Dorman Products,dormanproducts.com,Colmar,PA,US,1929788000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/DORM.png
gc_id101628,Osisko Gold Royalties,osiskogr.com,Montreal,QC,CA,247320000,Upper Middle Market,Materials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/OR.png
gc_id101629,Albany International,albint.com,Rochester,NH,US,1147909000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/AIN.png
gc_id101630,Gulfport Energy,gulfportenergy.com,Oklahoma City,OK,US,1051383000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/GPOR.png
gc_id101631,Hercules Capital,htgc.com,Palo Alto,CA,US,426495000,Upper Middle Market,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/HTGC.png
gc_id101632,CNO Financial Group,cnoinc.com,Carmel,IN,US,4168100000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CNO.png
gc_id101633,Topgolf Callaway Brands,callawaygolf.com,Carlsbad,CA,US,4284800000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MODG.png
gc_id101634,Construction Partners,constructionpartners.net,Dothan,AL,US,1563548000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ROAD.png
gc_id101635,Ziff Davis,ziffdavis.com,New York,NY,US,1364028000,Enterprise,Communication Services,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ZD.png
gc_id101636,Innovative Industrial Properties,innovativeindustrialproperties.com,Park City,UT,US,309506000,Upper Middle Market,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/IIPR.png
gc_id101637,Masonite International,masonite.com,Tampa,FL,US,2830695000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/DOOR.png
gc_id101638,Broadstone Net Lease,broadstone.com,Rochester,NY,US,442888000,Upper Middle Market,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BNL.png
gc_id101639,Sensient Technologies,sensient.com,Milwaukee,WI,US,1456450000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SXT.png
gc_id101640,Baytex Energy,baytexenergy.com,Calgary,AB,CA,3382621000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BTE.png
gc_id101641,Transportadora de Gas del Sur,tgs.com.ar,Buenos Aires,,AR,1.24E+12,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TGS.png
gc_id101642,Arvinas,arvinas.com,New Haven,CT,US,78500000,Lower Middle Market,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ARVN.png
gc_id101643,MYR Group,myrgroup.com,Henderson,CO,US,3643905000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MYRG.png
gc_id101644,Indivior,Unknown,North Chesterfield,,UK,1093000000,Enterprise,Healthcare,58:53.2,58:53.2,
gc_id101645,Sweetgreen,sweetgreen.com,Los Angeles,CA,US,584041000,Upper Middle Market,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SG.png
gc_id101646,Brady,bradyid.com,Milwaukee,WI,US,1331863000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BRC.png
gc_id101647,"USA Compression Partners, LP",usacompression.com,Austin,TX,US,846178000,Upper Middle Market,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/USAC.png
gc_id101648,Materion,materion.com,Mayfield Heights,OH,US,1665222000,Enterprise,Materials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MTRN.png
gc_id101649,BancFirst,bancfirst.bank,Oklahoma City,OK,US,792705000,Upper Middle Market,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BANF.png
gc_id101650,Uranium Energy,uraniumenergy.com,Corpus Christi,TX,US,164389000,Upper Middle Market,Energy,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/UEC.png
gc_id101651,New York Community Bancorp,mynycb.com,Hicksville,NY,US,5491000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/NYCB.png
gc_id101652,Savers Value Village,savers.com,Bellevue,WA,US,1500249000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SVV.png
gc_id101653,First BanCorp.,1firstbank.com,San Juan,PR,US,1154792000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/FBP.png
gc_id101654,Texas Capital Bancshares,texascapitalbank.com,Dallas,TX,US,1075542000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TCBI.png
gc_id101655,QuantumScape,quantumscape.com,San Jose,CA,US,0,Unknown,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/QS.png
gc_id101656,Fluence Energy,fluenceenergy.com,Arlington,VA,US,2217978000,Enterprise,Energy,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/FLNC.png
gc_id101657,ICF International,icf.com,Fairfax,VA,US,1963238000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ICFI.png
gc_id101658,Vestis,vestis.com,Roswell,,US,2825286000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/VSTS.png
gc_id101659,Appian,appian.com,McLean,VA,US,545363000,Upper Middle Market,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/APPN.png
gc_id101660,Grocery Outlet Holding,groceryoutlet.com,EmeryVille,CA,US,3969453000,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/GO.png
gc_id101661,HUTCHMED (China),hutch-med.com,Central,,HK,837999000,Upper Middle Market,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/HCM.png
gc_id101662,Kulicke and Soffa Industries,kns.com,Singapore,,SG,742491000,Upper Middle Market,Information Technology,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/KLIC.png
gc_id101663,MGE Energy,mgeenergy.com,Madison,WI,US,690431000,Upper Middle Market,Utilities,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MGEE.png
gc_id101664,Genworth Financial,genworth.com,Richmond,VA,US,6913000000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/GNW.png
gc_id101665,Certara,certara.com,Princeton,NJ,US,354337000,Upper Middle Market,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CERT.png
gc_id101666,Triple Flag Precious Metals,tripleflagpm.com,Toronto,ON,CA,207765558,Upper Middle Market,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/TFPM.png
gc_id101667,ABM Industries,abm.com,New York,NY,US,8096400000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ABM.png
gc_id101668,Empire State Realty Trust,empirestaterealtytrust.com,New York,NY,US,739572000,Upper Middle Market,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ESRT.png
gc_id101669,Stride,stridelearning.com,Reston,VA,US,1837358000,Enterprise,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/LRN.png
gc_id101670,Celldex Therapeutics,celldex.com,Hampton,NJ,US,6883000,SME,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CLDX.png
gc_id101671,J&J Snack Foods,jjsnack.com,Pennsauken,NJ,US,1558829000,Enterprise,Consumer Staples,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/JJSF.png
gc_id101672,Liberty Live Group - Series C,libertymedia.com/tracking-stocks/liberty-live-group,Englewood,CO,US,0,Unknown,Consumer Discretionary,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/LLYVK.png
gc_id101673,Beam Therapeutics,beamtx.com,Cambridge,MA,US,377709000,Upper Middle Market,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/BEAM.png
gc_id101674,Kosmos Energy,kosmosenergy.com,Dallas,TX,US,1701608000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/KOS.png
gc_id101675,MorphoSys AG,morphosys.com,Planegg,,DE,238278313,Upper Middle Market,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MOR.png
gc_id101676,First Interstate BancSystem,fibk.com,Billings,MT,US,147000000,Upper Middle Market,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/FIBK.png
gc_id101677,Denali Therapeutics,denalitherapeutics.com,South San Francisco,CA,US,330531000,Upper Middle Market,Healthcare,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/DNLI.png
gc_id101678,Eldorado Gold,eldoradogold.com,Vancouver,BC,CA,1025368407,Enterprise,Materials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/EGO.png
gc_id101679,First Hawaiian,fhb.com,Honolulu,HI,US,1132132000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/FHB.png
gc_id101680,Golub Capital BDC,golubcapitalbdc.com,New York,NY,US,284434000,Upper Middle Market,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/GBDC.png
gc_id101681,COPT Defense Properties,copt.com,Columbia,MD,US,684982000,Upper Middle Market,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CDP.png
gc_id101682,California Water Service Group,calwatergroup.com,San Jose,CA,US,794632000,Upper Middle Market,Utilities,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CWT.png
gc_id101683,SkyWest,inc.skywest.com,Saint George,UT,US,2935432000,Enterprise,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/SKYW.png
gc_id101684,Central Garden & Pet Company,central.com,Walnut Creek,CA,US,3310083000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CENT.png
gc_id101685,Empire State Realty OP,empirestaterealtytrust.com,New York,NY,US,739572000,Upper Middle Market,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ESBA.png
gc_id101686,Central Garden & Pet Company,central.com,Walnut Creek,CA,US,3310083000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CENTA.png
gc_id101687,Douglas Emmett,douglasemmett.com,Santa Monica,CA,US,1020488000,Enterprise,Real Estate,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/DEI.png
gc_id101688,Cathay General Bancorp,cathaygeneralbancorp.com,Los Angeles,CA,US,1301818000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/CATY.png
gc_id101689,ESCO Technologies,escotechnologies.com,Saint Louis,MO,US,956033000,Upper Middle Market,Industrials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/ESE.png
gc_id101690,Goosehead Insurance,goosehead.com,Westlake,TX,US,261276000,Upper Middle Market,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/GSHD.png
gc_id101691,LGI Homes,lgihomes.com,The Woodlands,TX,US,2358580000,Enterprise,Unknown,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/LGIH.png
gc_id101692,Mercury General,mercuryinsurance.com,Los Angeles,CA,US,4629631000,Enterprise,Financials,58:53.2,58:53.2,https://financialmodelingprep.com/image-stock/MCY.png
